,id,regionname,countryname,projectstatusdisplay,last_stage_reached_name,project_name,pdo,impagency,cons_serv_reqd_ind,url,boardapprovaldate,closingdate,projectfinancialtype,curr_project_cost,curr_ibrd_commitment,curr_ida_commitment,curr_total_commitment,grantamt,borrower,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,sector1,sector2,sector3,theme1,theme2
15518,P009779,South Asia,Republic of India,Closed,,Telecommunication Project (08),,,,http://projects.worldbank.org/P009779/null?lang=en,1981-03-17T00:00:00Z,1985-12-31,,314000000,0,314000000,314000000,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
15519,P009778,South Asia,Republic of India,Closed,,Maharashtra Agricultural Extension Project,,,,http://projects.worldbank.org/P009778/null?lang=en,1981-04-21T00:00:00Z,1987-06-30,,23000000,0,23000000,23000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agricultural extension,,,,
15520,P009777,South Asia,Republic of India,Closed,,Madhya Pradesh Agricultural Extension Project - Phase 02,,,,http://projects.worldbank.org/P009777/null?lang=en,1981-04-23T00:00:00Z,1989-06-30,,37000000,0,37000000,37000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agricultural extension,,,,
15521,P009776,South Asia,Republic of India,Closed,,Tamil Nadu Agricultural Extension Project,,,,http://projects.worldbank.org/P009776/null?lang=en,1981-04-23T00:00:00Z,1987-06-30,,28000000,0,28000000,28000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agricultural extension,,,,
15522,P009775,South Asia,Republic of India,Closed,,Irrigation Project - Madhya Pradesh Medium,,,,http://projects.worldbank.org/P009775/null?lang=en,1981-03-17T00:00:00Z,1988-03-31,,140000000,0,140000000,140000000,,,Sector Investment and Maintenance Loan,,,Irrigation and Drainage,,,,
15523,P009774,South Asia,Republic of India,Closed,,Mahanadi Barrages Project,,,,http://projects.worldbank.org/P009774/null?lang=en,1980-12-02T00:00:00Z,1989-03-31,,83000000,0,83000000,83000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15524,P009773,South Asia,Republic of India,Closed,,Irrigation Project - Karnataka Tank,,,,http://projects.worldbank.org/P009773/null?lang=en,1981-03-19T00:00:00Z,1989-03-31,,54000000,0,54000000,54000000,,,Sector Investment and Maintenance Loan,,,Irrigation and Drainage,,,,
15525,P009772,South Asia,Republic of India,Closed,,Kandi Watershed and Area Development Project,,,,http://projects.worldbank.org/P009772/null?lang=en,1980-07-22T00:00:00Z,1988-03-31,,30000000,30000000,0,30000000,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
15526,P009771,South Asia,Republic of India,Closed,,National Cooperative Development Corporation Project (02),,,,http://projects.worldbank.org/P009771/null?lang=en,1981-05-21T00:00:00Z,1987-06-30,,125000000,0,125000000,125000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15527,P009770,South Asia,Republic of India,Closed,,Water Supply and Sewerage Project - Rajasthan,,,,http://projects.worldbank.org/P009770/null?lang=en,1980-06-19T00:00:00Z,1988-12-31,,80000000,0,80000000,80000000,,,Specific Investment Loan,,,(Historic)Urban water supply,,,,
15528,P009769,South Asia,Republic of India,Closed,,Urban Transport Project - Calcutta,,,,http://projects.worldbank.org/P009769/null?lang=en,1980-06-03T00:00:00Z,1985-12-31,,56000000,0,56000000,56000000,,,Specific Investment Loan,,,(Historic)Urban transport,,,,
15529,P009768,South Asia,Republic of India,Closed,,Power Project - Farakka Thermal,,,,http://projects.worldbank.org/P009768/null?lang=en,1980-06-26T00:00:00Z,1989-06-30,,250000000,25000000,225000000,250000000,,,Specific Investment Loan,,,(Historic)Thermal,,,,
15530,P009767,South Asia,Republic of India,Closed,,Power - Singrauli Thermal Project (02),,,,http://projects.worldbank.org/P009767/null?lang=en,1980-05-22T00:00:00Z,1989-06-30,,300000000,0,300000000,300000000,,,Specific Investment Loan,,,(Historic)Thermal,,,,
15531,P009766,South Asia,Republic of India,Closed,,Population Project (02),,,,http://projects.worldbank.org/P009766/null?lang=en,1980-02-12T00:00:00Z,1988-03-31,,46000000,0,46000000,46000000,,,Specific Investment Loan,,,(Historic)Targeted health,,,,
15532,P009765,South Asia,Republic of India,Closed,,Tamil Nadu Nutrition Project,,,,http://projects.worldbank.org/P009765/null?lang=en,1980-04-15T00:00:00Z,1989-03-31,,32000000,0,32000000,32000000,,,Specific Investment Loan,,,(Historic)Targeted health,,,,
15533,P009764,South Asia,Republic of India,Closed,,Industrial Credit and Investment Project (13),,,,http://projects.worldbank.org/P009764/null?lang=en,1980-05-13T00:00:00Z,1985-12-31,,100000000,100000000,0,100000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15534,P009763,South Asia,Republic of India,Closed,,Forestry Project - Gujarat Community,,,,http://projects.worldbank.org/P009763/null?lang=en,1979-12-11T00:00:00Z,1985-12-31,,37000000,0,37000000,37000000,,,Sector Investment and Maintenance Loan,,,Forestry,,,,
15535,P009762,South Asia,Republic of India,Closed,,Kerala Agricultural Extension Project,,,,http://projects.worldbank.org/P009762/null?lang=en,1980-05-22T00:00:00Z,1986-06-30,,10000000,0,10000000,10000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agricultural extension,,,,
15536,P009761,South Asia,Republic of India,Closed,,Cashew Nut Project,,,,http://projects.worldbank.org/P009761/null?lang=en,1980-04-29T00:00:00Z,1987-09-30,,22000000,0,22000000,22000000,,,Specific Investment Loan,,,(Historic)Agro-industry and marketing,,,,
15537,P009760,South Asia,Republic of India,Closed,,Irrigation - Maharashtra Project (02),,,,http://projects.worldbank.org/P009760/null?lang=en,1979-10-16T00:00:00Z,1985-12-31,,210000000,0,210000000,210000000,,,Sector Investment and Maintenance Loan,,,Irrigation and Drainage,,,,
15538,P009759,South Asia,Republic of India,Closed,,Irrigation - Gujarat Project (02),,,,http://projects.worldbank.org/P009759/null?lang=en,1980-04-29T00:00:00Z,1989-04-30,,175000000,0,175000000,175000000,,,Sector Investment and Maintenance Loan,,,Irrigation and Drainage,,,,
15539,P009758,South Asia,Republic of India,Closed,,Uttar Pradesh Public Tubewell Project,,,,http://projects.worldbank.org/P009758/null?lang=en,1980-04-15T00:00:00Z,1983-03-31,,18000000,0,18000000,18000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15540,P009757,South Asia,Republic of India,Closed,,Fisheries Project - Inland,,,,http://projects.worldbank.org/P009757/null?lang=en,1979-12-13T00:00:00Z,1988-09-30,,20000000,0,20000000,20000000,,,Specific Investment Loan,,,Fisheries,,,,
15541,P009756,South Asia,Republic of India,Closed,,Agricultural Refinance and Development Corporation Credit Project (03),,,,http://projects.worldbank.org/P009756/null?lang=en,1979-07-12T00:00:00Z,1982-06-30,,250000000,0,250000000,250000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15542,P009755,South Asia,Republic of India,Closed,,Karnataka Sericulture Project,,,,http://projects.worldbank.org/P009755/null?lang=en,1980-06-03T00:00:00Z,1988-09-30,,54000000,0,54000000,54000000,,,Specific Investment Loan,,,(Historic)Agro-industry and marketing,,,,
15543,P009754,South Asia,Republic of India,Closed,,Water Supply and Sewerage Project - Maharashtra,,,,http://projects.worldbank.org/P009754/null?lang=en,1979-05-01T00:00:00Z,1985-06-30,,48000000,0,48000000,48000000,,,Sector Investment and Maintenance Loan,,,(Historic)Urban water supply,,,,
15544,P009753,South Asia,Republic of India,Closed,,Water Supply and Sewerage Project - Punjab,,,,http://projects.worldbank.org/P009753/null?lang=en,1978-09-12T00:00:00Z,1985-09-30,,38000000,0,38000000,38000000,,,Sector Investment and Maintenance Loan,,,(Historic)Urban water supply,,,,
15545,P009752,South Asia,Republic of India,Closed,,Water Supply and Sewerage - Bombay Project (02),,,,http://projects.worldbank.org/P009752/null?lang=en,1978-07-25T00:00:00Z,1988-03-31,,196000000,0,196000000,196000000,,,Specific Investment Loan,,,(Historic)Urban water supply,,,,
15546,P009751,South Asia,Republic of India,Closed,,Railway Modernization and Maintenance Project,,,,http://projects.worldbank.org/P009751/null?lang=en,1978-08-08T00:00:00Z,1985-09-30,,190000000,0,190000000,190000000,,,Sector Investment and Maintenance Loan,,,Railways,,,,
15547,P009750,South Asia,Republic of India,Closed,,Power Project - Ramagundam Thermal,,,,http://projects.worldbank.org/P009750/null?lang=en,1979-01-04T00:00:00Z,1987-06-30,,250000000,50000000,200000000,250000000,,,Specific Investment Loan,,,(Historic)Thermal,,,,
15548,P009749,South Asia,Republic of India,Closed,,Rural Electrification Project (02),,,,http://projects.worldbank.org/P009749/null?lang=en,1979-05-22T00:00:00Z,1984-03-31,,175000000,0,175000000,175000000,,,Sector Investment and Maintenance Loan,,,(Historic)Distribution and transmission,,,,
15549,P009748,South Asia,Republic of India,Closed,,Thal Fertilizer Project,,,,http://projects.worldbank.org/P009748/null?lang=en,1979-06-26T00:00:00Z,1984-11-30,,250000000,250000000,0,250000000,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
15550,P009747,South Asia,Republic of India,Closed,,Forestry Project - Social Uttar Pradesh,,,,http://projects.worldbank.org/P009747/null?lang=en,1979-06-05T00:00:00Z,1984-12-31,,23000000,0,23000000,23000000,,,Specific Investment Loan,,,Forestry,,,,
15551,P009746,South Asia,Republic of India,Closed,,Composite Agricultural Extension Project,,,,http://projects.worldbank.org/P009746/null?lang=en,1978-12-12T00:00:00Z,1985-06-30,,25000000,0,25000000,25000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agricultural extension,,,,
15552,P009745,South Asia,Republic of India,Closed,,National Agricultural Research Project,,,,http://projects.worldbank.org/P009745/null?lang=en,1978-10-10T00:00:00Z,1985-09-30,,27000000,0,27000000,27000000,,,Sector Investment and Maintenance Loan,,,(Historic)Research,,,,
15553,P009744,South Asia,Republic of India,Closed,,Irrigation Project - Haryana,,,,http://projects.worldbank.org/P009744/null?lang=en,1978-08-08T00:00:00Z,1983-08-31,,111000000,0,111000000,111000000,,,Sector Investment and Maintenance Loan,,,Irrigation and Drainage,,,,
15554,P009743,South Asia,Republic of India,Closed,,Irrigation Project - Punjab,,,,http://projects.worldbank.org/P009743/null?lang=en,1979-03-29T00:00:00Z,1986-06-30,,129000000,0,129000000,129000000,,,Sector Investment and Maintenance Loan,,,Irrigation and Drainage,,,,
15555,P009742,South Asia,Republic of India,Closed,,National Cooperative Development Corporation Project,,,,http://projects.worldbank.org/P009742/null?lang=en,1978-12-21T00:00:00Z,1984-12-31,,30000000,0,30000000,30000000,,,Financial Intermediary Loan,,,(Historic)Agro-industry and marketing,,,,
15556,P009741,South Asia,Republic of India,Closed,,Urban Development - Calcutta Project (02),,,,http://projects.worldbank.org/P009741/null?lang=en,1977-12-13T00:00:00Z,1984-06-30,,87000000,0,87000000,87000000,,,Sector Investment and Maintenance Loan,,,(Historic)Urban management,,,,
15557,P009740,South Asia,Republic of India,Closed,,Power Project - Korba Thermal,,,,http://projects.worldbank.org/P009740/null?lang=en,1978-04-18T00:00:00Z,1986-03-31,,200000000,0,200000000,200000000,,,Specific Investment Loan,,,(Historic)Thermal,,,,
15558,P009739,South Asia,Republic of India,Closed,,Power - Trombay Thermal Project (03),,,,http://projects.worldbank.org/P009739/null?lang=en,1978-04-18T00:00:00Z,1984-12-31,,105000000,105000000,0,105000000,,,Specific Investment Loan,,,(Historic)Thermal,,,,
15559,P009738,South Asia,Republic of India,Closed,,Industrial Development Bank of India Project,,,,http://projects.worldbank.org/P009738/null?lang=en,1978-01-19T00:00:00Z,1984-03-31,,25000000,25000000,0,25000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15560,P009737,South Asia,Republic of India,Closed,,Industrial Credit and Investment Project (12),,,,http://projects.worldbank.org/P009737/null?lang=en,1977-07-05T00:00:00Z,1983-03-31,,80000000,80000000,0,80000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15561,P009736,South Asia,Republic of India,Closed,,Telecommunication Project (07),,,,http://projects.worldbank.org/P009736/null?lang=en,1978-06-08T00:00:00Z,1984-06-30,,120000000,120000000,0,120000000,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
15562,P009735,South Asia,Republic of India,Closed,,Bihar Agricultural Research Project,,,,http://projects.worldbank.org/P009735/null?lang=en,1977-12-27T00:00:00Z,1985-03-31,,8000000,0,8000000,8000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agricultural extension,,,,
15563,P009734,South Asia,Republic of India,Closed,,National Seed Project (02),,,,http://projects.worldbank.org/P009734/null?lang=en,1978-05-30T00:00:00Z,1985-12-31,,16000000,0,16000000,16000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agro-industry and marketing,,,,
15564,P009733,South Asia,Republic of India,Closed,,Rajasthan Agricultural Extention Project,,,,http://projects.worldbank.org/P009733/null?lang=en,1977-07-19T00:00:00Z,1983-06-30,,13000000,0,13000000,13000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agricultural extension,,,,
15565,P009732,South Asia,Republic of India,Closed,,Foodgrain Storage Project (02),,,,http://projects.worldbank.org/P009732/null?lang=en,1977-11-15T00:00:00Z,1985-06-30,,107000000,0,107000000,107000000,,,Specific Investment Loan,,,(Historic)Agro-industry and marketing,,,,
15566,P009731,South Asia,Republic of India,Closed,,Jammu Kashmir Horticulture Project,,,,http://projects.worldbank.org/P009731/null?lang=en,1978-05-08T00:00:00Z,1986-06-30,,14000000,0,14000000,14000000,,,Specific Investment Loan,,,(Historic)Agro-industry and marketing,,,,
15567,P009730,South Asia,Republic of India,Closed,,Irrigation Project - Gujarat,,,,http://projects.worldbank.org/P009730/null?lang=en,1978-05-23T00:00:00Z,1984-06-30,,85000000,0,85000000,85000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15568,P009729,South Asia,Republic of India,Closed,,Irrigation Project - Orissa,,,,http://projects.worldbank.org/P009729/null?lang=en,1977-09-06T00:00:00Z,1983-10-31,,58000000,0,58000000,58000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15569,P009728,South Asia,Republic of India,Closed,,Irrigation Project - Karnataka,,,,http://projects.worldbank.org/P009728/null?lang=en,1978-04-04T00:00:00Z,1986-03-31,,126000000,0,126000000,126000000,,,Sector Investment and Maintenance Loan,,,Irrigation and Drainage,,,,
15570,P009727,South Asia,Republic of India,Closed,,Fisheries Project - Andhra Pradesh,,,,http://projects.worldbank.org/P009727/null?lang=en,1978-05-30T00:00:00Z,1984-09-30,,17500000,0,17500000,17500000,,,Specific Investment Loan,,,Fisheries,,,,
15571,P009726,South Asia,Republic of India,Closed,,Irrigation Project - Maharashtra,,,,http://projects.worldbank.org/P009726/null?lang=en,1977-07-19T00:00:00Z,1984-03-31,,70000000,0,70000000,70000000,,,Sector Investment and Maintenance Loan,,,Irrigation and Drainage,,,,
15572,P009725,South Asia,Republic of India,Closed,,Dairy Development Project - National,,,,http://projects.worldbank.org/P009725/null?lang=en,1978-06-08T00:00:00Z,1985-12-31,,150000000,0,150000000,150000000,,,Financial Intermediary Loan,,,Livestock,,,,
15573,P009724,South Asia,Republic of India,Closed,,Urban Development Project - Madras,,,,http://projects.worldbank.org/P009724/null?lang=en,1977-03-08T00:00:00Z,1982-12-31,,24000000,0,24000000,24000000,,,Sector Investment and Maintenance Loan,,,(Historic)Urban management,,,,
15574,P009723,South Asia,Republic of India,Closed,,Urban Transport Project - Bombay,,,,http://projects.worldbank.org/P009723/null?lang=en,1976-10-26T00:00:00Z,1984-06-30,,25000000,25000000,0,25000000,,,Specific Investment Loan,,,(Historic)Urban transport,,,,
15575,P009722,South Asia,Republic of India,Closed,,Power Project - Singrauli Thermal,,,,http://projects.worldbank.org/P009722/null?lang=en,1977-03-01T00:00:00Z,1984-06-30,,150000000,0,150000000,150000000,,,Specific Investment Loan,,,(Historic)Thermal,,,,
15576,P009721,South Asia,Republic of India,Closed,,Bombay High Offshore Development Project,,,,http://projects.worldbank.org/P009721/null?lang=en,1977-06-30T00:00:00Z,1980-12-31,,150000000,150000000,0,150000000,,,Specific Investment Loan,,,(Historic)Oil and gas exploration and development,,,,
15577,P009720,South Asia,Republic of India,Closed,,Telecommunication Project (06),,,,http://projects.worldbank.org/P009720/null?lang=en,1976-07-06T00:00:00Z,1983-03-31,,80000000,80000000,0,80000000,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
15578,P009719,South Asia,Republic of India,Closed,,Orissa Agricultural Development Project,,,,http://projects.worldbank.org/P009719/null?lang=en,1977-02-22T00:00:00Z,1984-06-30,,20000000,0,20000000,20000000,,,Specific Investment Loan,,,(Historic)Research,,,,
15579,P009718,South Asia,Republic of India,Closed,,Madhya Pradesh Agricultural Credit Project,,,,http://projects.worldbank.org/P009718/null?lang=en,1977-05-12T00:00:00Z,1983-09-30,,10000000,0,10000000,10000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agricultural extension,,,,
15580,P009717,South Asia,Republic of India,Closed,,West Bengal Agricultural Credit Project,,,,http://projects.worldbank.org/P009717/null?lang=en,1977-03-22T00:00:00Z,1985-03-31,,12000000,0,12000000,12000000,,,Sector Investment and Maintenance Loan,,,(Historic)Agricultural extension,,,,
15581,P009716,South Asia,Republic of India,Closed,,Kerala Agricultural Development Project,,,,http://projects.worldbank.org/P009716/null?lang=en,1977-02-17T00:00:00Z,1986-03-31,,30000000,0,30000000,30000000,,,Specific Investment Loan,,,(Historic)Perennial crops,,,,
15582,P009715,South Asia,Republic of India,Closed,,Irrigation Project - Periyar Vaigai,,,,http://projects.worldbank.org/P009715/null?lang=en,1977-06-02T00:00:00Z,1984-12-31,,23000000,0,23000000,23000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15583,P009714,South Asia,Republic of India,Closed,,Fisheries Project - Gujarat,,,,http://projects.worldbank.org/P009714/null?lang=en,1977-03-31T00:00:00Z,1984-06-30,,18000000,14000000,4000000,18000000,,,Specific Investment Loan,,,Fisheries,,,,
15584,P009713,South Asia,Republic of India,Closed,,Assam Agricultural Credit Project,,,,http://projects.worldbank.org/P009713/null?lang=en,1977-06-28T00:00:00Z,1985-03-31,,8000000,0,8000000,8000000,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
15585,P009712,South Asia,Republic of India,Closed,,Agricultural Refinance and Development Corporation Credit Project (02),,,,http://projects.worldbank.org/P009712/null?lang=en,1977-05-24T00:00:00Z,1979-12-31,,200000000,0,200000000,200000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15586,P009711,South Asia,Republic of India,Closed,,Water Supply and Sewerage Project - Uttar Pradesh,,,,http://projects.worldbank.org/P009711/null?lang=en,1975-08-19T00:00:00Z,1982-12-31,,40000000,0,40000000,40000000,,,Sector Investment and Maintenance Loan,,,(Historic)Urban water supply,,,,
15587,P009710,South Asia,Republic of India,Closed,,Railway Project (13),,,,http://projects.worldbank.org/P009710/null?lang=en,1975-08-19T00:00:00Z,1978-09-30,,110000000,0,110000000,110000000,,,Specific Investment Loan,,,Railways,,,,
15588,P009709,South Asia,Republic of India,Closed,,Rural Electrification Project,,,,http://projects.worldbank.org/P009709/null?lang=en,1975-07-08T00:00:00Z,1980-12-31,,57000000,0,57000000,57000000,,,Sector Investment and Maintenance Loan,,,(Historic)Distribution and transmission,,,,
15589,P009708,South Asia,Republic of India,Closed,,Power Transmission Project (04),,,,http://projects.worldbank.org/P009708/null?lang=en,1976-01-13T00:00:00Z,1983-06-30,,150000000,0,150000000,150000000,,,Specific Investment Loan,,,(Historic)Distribution and transmission,,,,
15590,P009707,South Asia,Republic of India,Closed,,Industrial Imports Program Credit Project (11),,,,http://projects.worldbank.org/P009707/null?lang=en,1976-02-24T00:00:00Z,1978-06-30,,200000000,0,200000000,200000000,,,Structural Adjustment Loan,,,(Historic)Economic management,,,,
15591,P009706,South Asia,Republic of India,Closed,,Fertilizer Industry Project,,,,http://projects.worldbank.org/P009706/null?lang=en,1975-12-16T00:00:00Z,1982-12-31,,105000000,0,105000000,105000000,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
15592,P009705,South Asia,Republic of India,Closed,,Industrial Development Bank of India Project (02),,,,http://projects.worldbank.org/P009705/null?lang=en,1976-05-18T00:00:00Z,1983-03-31,,40000000,40000000,0,40000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15593,P009704,South Asia,Republic of India,Closed,,Forest Assistance Project - Madhya Pradesh,,,,http://projects.worldbank.org/P009704/null?lang=en,1975-12-30T00:00:00Z,1982-12-31,,4000000,0,4000000,4000000,,,Technical Assistance Loan,,,Forestry,,,,
15594,P009703,South Asia,Republic of India,Closed,,National Seed Project,,,,http://projects.worldbank.org/P009703/null?lang=en,1976-05-27T00:00:00Z,1984-06-30,,25000000,25000000,0,25000000,,,Sector Investment and Maintenance Loan,,,(Historic)Annual crops,,,,
15595,P009702,South Asia,Republic of India,Closed,,Integrated Cotton Development Project,,,,http://projects.worldbank.org/P009702/null?lang=en,1976-01-27T00:00:00Z,1984-03-31,,18000000,0,18000000,18000000,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
15596,P009701,South Asia,Republic of India,Closed,,Irrigation Project - Andhra Pradesh,,,,http://projects.worldbank.org/P009701/null?lang=en,1976-05-04T00:00:00Z,1985-06-30,,145000000,145000000,0,145000000,,,Sector Investment and Maintenance Loan,,,Irrigation and Drainage,,,,
15597,P009700,South Asia,Republic of India,Closed,,Industrial Imports Program Wealth Project (10),,,,http://projects.worldbank.org/P009700/null?lang=en,1975-02-11T00:00:00Z,1976-06-30,,200000000,0,200000000,200000000,,,Structural Adjustment Loan,,,(Historic)Economic management,,,,
15598,P009699,South Asia,Republic of India,Closed,,Sindri Fertilizer Project,,,,http://projects.worldbank.org/P009699/null?lang=en,1974-11-26T00:00:00Z,1980-03-31,,91000000,0,91000000,91000000,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
15599,P009698,South Asia,Republic of India,Closed,,IFFCO Fertilizer Project,,,,http://projects.worldbank.org/P009698/null?lang=en,1975-01-07T00:00:00Z,1980-12-31,,109000000,109000000,0,109000000,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
15600,P009697,South Asia,Republic of India,Closed,,Industrial Credit Project (01),,,,http://projects.worldbank.org/P009697/null?lang=en,1975-04-01T00:00:00Z,1981-06-30,,100000000,100000000,0,100000000,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
15601,P009696,South Asia,Republic of India,Closed,,West Bengal Agricultural Development Project,,,,http://projects.worldbank.org/P009696/null?lang=en,1975-04-22T00:00:00Z,1981-03-31,,34000000,0,34000000,34000000,,,Financial Intermediary Loan,,,Irrigation and Drainage,,,,
15602,P009695,South Asia,Republic of India,Closed,,Dairy Development Project - Rajasthan,,,,http://projects.worldbank.org/P009695/null?lang=en,1974-12-05T00:00:00Z,1983-12-31,,27700000,0,27700000,27700000,,,Specific Investment Loan,,,Livestock,,,,
15603,P009694,South Asia,Republic of India,Closed,,Dairy Development Project - Madhya Pradesh,,,,http://projects.worldbank.org/P009694/null?lang=en,1974-12-05T00:00:00Z,1983-03-31,,16400000,0,16400000,16400000,,,Specific Investment Loan,,,Livestock,,,,
15604,P009693,South Asia,Republic of India,Closed,,Godavari Barrage Project,,,,http://projects.worldbank.org/P009693/null?lang=en,1975-02-11T00:00:00Z,1981-06-30,,45000000,0,45000000,45000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15605,P009692,South Asia,Republic of India,Closed,,Drought Prone Areas Project,,,,http://projects.worldbank.org/P009692/null?lang=en,1974-12-05T00:00:00Z,1981-06-30,,35000000,0,35000000,35000000,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
15606,P009691,South Asia,Republic of India,Closed,,Canal Command Area Development Project,,,,http://projects.worldbank.org/P009691/null?lang=en,1974-07-16T00:00:00Z,1983-06-30,,83000000,0,83000000,83000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15607,P009690,South Asia,Republic of India,Closed,,Chambal Command Area Development Project,,,,http://projects.worldbank.org/P009690/null?lang=en,1975-06-17T00:00:00Z,1981-06-30,,24000000,0,24000000,24000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15608,P009689,South Asia,Republic of India,Closed,,Agricultural Refinance Corporation Credit Project,,,,http://projects.worldbank.org/P009689/null?lang=en,1975-04-15T00:00:00Z,1977-12-31,,75000000,0,75000000,75000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15609,P009688,South Asia,Republic of India,Closed,,Calcutta Urban Development Project,,,,http://projects.worldbank.org/P009688/null?lang=en,1973-08-14T00:00:00Z,1979-12-31,,35000000,0,35000000,35000000,,,Sector Investment and Maintenance Loan,,,(Historic)Urban management,,,,
15610,P009687,South Asia,Republic of India,Closed,,Railway Project (12),,,,http://projects.worldbank.org/P009687/null?lang=en,1973-12-18T00:00:00Z,1975-09-30,,80000000,0,80000000,80000000,,,Specific Investment Loan,,,Railways,,,,
15611,P009686,South Asia,Republic of India,Closed,,Industrial Imports Project (09),,,,http://projects.worldbank.org/P009686/null?lang=en,1974-05-28T00:00:00Z,1975-11-30,,150000000,0,150000000,150000000,,,Structural Adjustment Loan,,,(Historic)Economic management,,,,
15612,P009685,South Asia,Republic of India,Closed,,Fertilizer Expansion and Plant Operation Project,,,,http://projects.worldbank.org/P009685/null?lang=en,1974-06-18T00:00:00Z,1980-06-30,,50000000,0,50000000,50000000,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
15613,P009684,South Asia,Republic of India,Closed,,Himachal Pradesh Apple Processing Project,,,,http://projects.worldbank.org/P009684/null?lang=en,1974-01-08T00:00:00Z,1981-12-31,,13000000,0,13000000,13000000,,,Specific Investment Loan,,,(Historic)Agro-industry and marketing,,,,
15614,P009683,South Asia,Republic of India,Closed,,Dairy Development Project - Karnataka,,,,http://projects.worldbank.org/P009683/null?lang=en,1974-06-13T00:00:00Z,1984-09-30,,30000000,0,30000000,30000000,,,Financial Intermediary Loan,,,Livestock,,,,
15615,P009682,South Asia,Republic of India,Closed,,Chambal Command Area Development Project,,,,http://projects.worldbank.org/P009682/null?lang=en,1974-06-18T00:00:00Z,1982-06-30,,52000000,52000000,0,52000000,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
15616,P009681,South Asia,Republic of India,Closed,,Bihar Agricultural Credit Project,,,,http://projects.worldbank.org/P009681/null?lang=en,1973-10-23T00:00:00Z,1980-03-31,,32000000,0,32000000,32000000,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
15617,P009680,South Asia,Republic of India,Closed,,Bombay Water Supply and Sewerage Project,,,,http://projects.worldbank.org/P009680/null?lang=en,1973-05-15T00:00:00Z,1981-06-30,,55000000,0,55000000,55000000,,,Specific Investment Loan,,,(Historic)Urban water supply,,,,
15618,P009679,South Asia,Republic of India,Closed,,Power Transmission Project (03),,,,http://projects.worldbank.org/P009679/null?lang=en,1973-03-27T00:00:00Z,1978-09-30,,85000000,0,85000000,85000000,,,Specific Investment Loan,,,(Historic)Distribution and transmission,,,,
15619,P009678,South Asia,Republic of India,Closed,,Industrial Imports Project (08),,,,http://projects.worldbank.org/P009678/null?lang=en,1973-06-07T00:00:00Z,1974-11-30,,100000000,0,100000000,100000000,,,Structural Adjustment Loan,,,(Historic)Economic management,,,,
15620,P009677,South Asia,Republic of India,Closed,,Nangal Fertilizer Expansion Project,,,,http://projects.worldbank.org/P009677/null?lang=en,1973-01-30T00:00:00Z,1977-03-31,,58000000,0,58000000,58000000,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
